id,name,category,measure,date,non_compliance
SVN,Slovenia,Public health measures,Health screenings in airports and border crossings,2020-03-10,Not applicable
SVN,Slovenia,Movement restrictions,International flights suspension,2020-03-10,Refusal to enter the country
SVN,Slovenia,Governance and socio-economic measures,Economic measures,2020-04-04,Not applicable
SVN,Slovenia,Social distancing,Schools closure,2020-03-16,Not applicable
SVN,Slovenia,Public health measures,Health screenings in airports and border crossings,2020-03-11,Not available
SVN,Slovenia,Public health measures,Strengthening the public health system,2020-02-27,Not applicable
SVN,Slovenia,Movement restrictions,Domestic travel restrictions,2020-03-16,Not applicable
SVN,Slovenia,Social distancing,Public services closure,2020-03-18,Not applicable
SVN,Slovenia,Governance and socio-economic measures,State of emergency declared,2020-03-12,Not applicable
SVN,Slovenia,Governance and socio-economic measures,Economic measures,2020-03-10,Not applicable
SLB,Solomon Islands,Movement restrictions,Visa restrictions,2020-03-02,Not available
SLB,Solomon Islands,Public health measures,Health screenings in airports and border crossings,2020-03-02,Refusal to enter the country
SLB,Solomon Islands,Movement restrictions,International flights suspension,2020-03-02,Not applicable
SLB,Solomon Islands,Social distancing,Schools closure,2020-03-20,
SLB,Solomon Islands,Movement restrictions,Border closure,2020-03-20,
SLB,Solomon Islands,Movement restrictions,International flights suspension,2020-03-22,
SLB,Solomon Islands,Public health measures,Introduction of quarantine policies,2020-03-20,
SLB,Solomon Islands,Public health measures,Introduction of quarantine policies,2020-03-20,
SLB,Solomon Islands,Public health measures,Introduction of quarantine policies,2020-03-20,
SLB,Solomon Islands,Governance and socio-economic measures,Economic measures,2020-03-20,
SLB,Solomon Islands,Public health measures,Strengthening the public health system,2020-03-20,
SLB,Solomon Islands,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-20,
SLB,Solomon Islands,Movement restrictions,Border closure,2020-03-20,
SLB,Solomon Islands,Movement restrictions,Border closure,2020-03-22,Refusal to enter the country
SLB,Solomon Islands,Governance and socio-economic measures,Economic measures,2020-03-22,Not available
SLB,Solomon Islands,Movement restrictions,Visa restrictions,2020-03-22,Refusal to enter the country
SLB,Solomon Islands,Movement restrictions,International flights suspension,2020-03-22,Not applicable
SLB,Solomon Islands,Governance and socio-economic measures,State of emergency declared,2020-03-25,Not applicable
SLB,Solomon Islands,Movement restrictions,International flights suspension,2020-03-27,Not applicable
SLB,Solomon Islands,Social distancing,Public services closure,2020-03-27,Not available
SLB,Solomon Islands,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-27,Not applicable
SLB,Solomon Islands,Social distancing,Schools closure,2020-03-27,Not applicable
SOM,Somalia,Movement restrictions,International flights suspension,2020-03-18,
SOM,Somalia,Public health measures,General recommendations,2020-03-12,
SOM,Somalia,Movement restrictions,Visa restrictions,2020-03-15,
SOM,Somalia,Movement restrictions,Surveillance and monitoring,2020-03-18,
SOM,Somalia,Movement restrictions,International flights suspension,2020-03-21,
SOM,Somalia,Movement restrictions,International flights suspension,2020-03-19,
SOM,Somalia,Public health measures,Introduction of quarantine policies,2020-03-19,
SOM,Somalia,Movement restrictions,Domestic travel restrictions,2020-03-29,
SOM,Somalia,Movement restrictions,International flights suspension,2020-03-28,
SOM,Somalia,Social distancing,Schools closure,2020-03-31,
ZAF,South Africa,Public health measures,Introduction of quarantine policies,,
ZAF,South Africa,Public health measures,Health screenings in airports and border crossings,,
ZAF,South Africa,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-10,
ZAF,South Africa,Movement restrictions,Visa restrictions,2020-03-18,
ZAF,South Africa,Social distancing,Schools closure,2020-03-18,
ZAF,South Africa,Movement restrictions,Border closure,2020-03-16,
ZAF,South Africa,Social distancing,Limit public gatherings,2020-03-20,
ZAF,South Africa,Social distancing,Public services closure,2020-03-20,
ZAF,South Africa,Social distancing,Limit public gatherings,2020-03-15,
ZAF,South Africa,Lockdown,Full lockdown,2020-03-27,Arrest/Detention
ZAF,South Africa,Social distancing,Public services closure,2020-03-27,
ZAF,South Africa,Governance and socio-economic measures,Military deployment,2020-03-27,
ZAF,South Africa,Public health measures,Introduction of quarantine policies,2020-03-27,
ZAF,South Africa,Movement restrictions,Visa restrictions,2020-03-27,
ZAF,South Africa,Governance and socio-economic measures,Economic measures,2020-03-27,
ZAF,South Africa,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-27,
ZAF,South Africa,Movement restrictions,International flights suspension,2020-03-27,
ZAF,South Africa,Governance and socio-economic measures,Economic measures,2020-03-27,
ZAF,South Africa,Public health measures,Health screenings in airports and border crossings,2020-03-24,
ZAF,South Africa,Public health measures,Testing policy,2020-03-19,
ZAF,South Africa,Public health measures,Mass population testing,2020-03-30,
ESP,Spain,Governance and socio-economic measures,State of emergency declared,2020-03-13,Not applicable
ESP,Spain,Lockdown,Full lockdown,2020-03-13,Not available
ESP,Spain,Social distancing,Public services closure,2020-03-16,Not available
ESP,Spain,Social distancing,Limit public gatherings,2020-03-16,Not available
ESP,Spain,Social distancing,Schools closure,2020-03-09,Not available
ESP,Spain,Lockdown,Partial lockdown,2020-03-16,Not available
ESP,Spain,Movement restrictions,Border closure,2020-03-15,Not applicable
ESP,Spain,Movement restrictions,Border checks,2020-03-15,Not applicable
ESP,Spain,Public health measures,General recommendations,2020-03-15,Not applicable
ESP,Spain,Movement restrictions,Border closure,2020-03-23,Not applicable
ESP,Spain,Movement restrictions,International flights suspension,2020-03-24,Not applicable
ESP,Spain,Governance and socio-economic measures,Military deployment,,Not available
ESP,Spain,Social distancing,Public services closure,2020-03-24,Not available
ESP,Spain,Public health measures,Strengthening the public health system,2020-03-17,Not applicable
ESP,Spain,Governance and socio-economic measures,Economic measures,2020-03-17,Not applicable
ESP,Spain,Public health measures,Strengthening the public health system,2020-03-15,Not applicable
ESP,Spain,Public health measures,Strengthening the public health system,2020-03-19,Not applicable
ESP,Spain,Public health measures,Strengthening the public health system,2020-03-12,Not applicable
ESP,Spain,Governance and socio-economic measures,Economic measures,2020-03-12,Not applicable
ESP,Spain,Movement restrictions,International flights suspension,2020-03-11,Not applicable
ESP,Spain,Social distancing,Limit public gatherings,2020-03-10,Not applicable
ESP,Spain,Public health measures,General recommendations,2020-03-09,Not applicable
ESP,Spain,Public health measures,General recommendations,2020-03-09,Not applicable
ESP,Spain,Social distancing,Limit public gatherings,2020-03-03,Not applicable
ESP,Spain,Public health measures,Strengthening the public health system,,Not applicable
ESP,Spain,Movement restrictions,Surveillance and monitoring,2020-04-01,Not applicable
ESP,Spain,Governance and socio-economic measures,Economic measures,2020-03-31,Not applicable
ESP,Spain,Governance and socio-economic measures,Military deployment,2020-03-30,Not applicable
ESP,Spain,Public health measures,Strengthening the public health system,2020-04-02,Not applicable
ESP,Spain,Public health measures,Strengthening the public health system,2020-03-27,Not applicable
ESP,Spain,Public health measures,Amendments to funeral and burial regulations,2020-03-30,Not available
ESP,Spain,Public health measures,Psychological assistance and medical social work,2020-03-31,Not applicable
ESP,Spain,Public health measures,Strengthening the public health system,2020-03-31,Not applicable
ESP,Spain,Governance and socio-economic measures,Economic measures,2020-03-31,Not applicable
ESP,Spain,Governance and socio-economic measures,Economic measures,2020-03-31,Not applicable
ESP,Spain,Lockdown,Full lockdown,2020-03-28,Not available
LKA,Sri Lanka,Movement restrictions,Visa restrictions,2020-03-16,
LKA,Sri Lanka,Movement restrictions,Visa restrictions,2020-03-16,
LKA,Sri Lanka,Movement restrictions,Visa restrictions,2020-03-16,
LKA,Sri Lanka,Public health measures,Health screenings in airports and border crossings,2020-03-16,
LKA,Sri Lanka,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-16,
LKA,Sri Lanka,Social distancing,Schools closure,2020-03-13,
LKA,Sri Lanka,Public health measures,Introduction of quarantine policies,2020-02-24,
LKA,Sri Lanka,Social distancing,Limit public gatherings,2020-03-20,
LKA,Sri Lanka,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-14,
LKA,Sri Lanka,Public health measures,Strengthening the public health system,2020-03-18,
LKA,Sri Lanka,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-17,
LKA,Sri Lanka,Social distancing,Public services closure,2020-03-16,Not applicable
LKA,Sri Lanka,Movement restrictions,Curfews,2020-03-19,Arrest/Detention
LKA,Sri Lanka,Movement restrictions,Curfews,2020-03-18,Arrest/Detention
LKA,Sri Lanka,Movement restrictions,Curfews,2020-03-20,Arrest/Detention
LKA,Sri Lanka,Movement restrictions,Curfews,2020-03-21,Arrest/Detention
LKA,Sri Lanka,Governance and socio-economic measures,Economic measures,2020-03-20,Not applicable
LKA,Sri Lanka,Governance and socio-economic measures,Economic measures,2020-03-20,Not applicable
LKA,Sri Lanka,Movement restrictions,Curfews,2020-03-20,Other (add in comments)
LKA,Sri Lanka,Public health measures,Strengthening the public health system,2020-03-20,Not applicable
LKA,Sri Lanka,Public health measures,Awareness campaigns,2020-03-12,Not applicable
LKA,Sri Lanka,Social distancing,Public services closure,2020-03-20,Not applicable
LKA,Sri Lanka,Movement restrictions,International flights suspension,2020-03-14,Not applicable
LKA,Sri Lanka,Social distancing,Public services closure,2020-03-20,Not applicable
LKA,Sri Lanka,Social distancing,Limit public gatherings,2020-03-19,Not applicable
LKA,Sri Lanka,Movement restrictions,Curfews,2020-03-25,Arrest/Detention
LKA,Sri Lanka,Public health measures,Strengthening the public health system,2020-03-25,Not applicable
LKA,Sri Lanka,Movement restrictions,Curfews,2020-03-24,Arrest/Detention
LKA,Sri Lanka,Movement restrictions,Domestic travel restrictions,2020-03-24,Arrest/Detention
LKA,Sri Lanka,Movement restrictions,Curfews,2020-03-24,Arrest/Detention
LKA,Sri Lanka,Movement restrictions,Curfews,2020-03-27,Arrest/Detention
LKA,Sri Lanka,Movement restrictions,Curfews,2020-03-26,Arrest/Detention
LKA,Sri Lanka,Social distancing,Limit public gatherings,2020-03-25,Not applicable
LKA,Sri Lanka,Governance and socio-economic measures,Economic measures,2020-03-25,Not applicable
LKA,Sri Lanka,Public health measures,Strengthening the public health system,2020-03-27,Not applicable
LKA,Sri Lanka,Social distancing,Public services closure,2020-03-27,Not applicable
LKA,Sri Lanka,Public health measures,Awareness campaigns,2020-03-27,Not applicable
LKA,Sri Lanka,Movement restrictions,Curfews,2020-03-27,Arrest/Detention
LKA,Sri Lanka,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
LKA,Sri Lanka,Movement restrictions,Border closure,2020-03-27,Refusal to enter the country
